Policy_ID,Rank,TOPSIS Score,Distance to Ideal,Distance to Nadir,Cost_carbon_abatement Score,Social_acceptance_tech Score,Deployment_difficulty Score,Acceptance_policy_instrument Score,Perceived_equity Score,Administrative_burden Score,Relevance Score
I_30,15,0.6982921634622318,0.15287751147240183,0.35382961694275433,0.014159033998272303,0.15045135140159432,0.0262433719520178,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0033613927798825487
N_31,2,0.9127220692726965,0.04797183829810232,0.5016727041233778,0.44605007381960277,0.16549648654175375,0.029888829928571094,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.3054489144979926
N_32,3,0.911154413267287,0.04891953674717324,0.5016934823816763,0.44605007381960277,0.16549648654175375,0.029888829928571094,0.16990691650764622,0.05018856132284956,0.040824829046386304,0.3054489144979926
I_33,1,0.9140798734529045,0.04716478864347369,0.5017728181653482,0.44605007381960277,0.16549648654175375,0.029888829928571094,0.13592553320611697,0.15056568396854866,0.040824829046386304,0.3054489144979926
I_34,22,0.6957778498672446,0.15362328438986927,0.35134745598137485,0.09967197293310641,0.05892677929895779,0.1313808808347891,0.10194414990458772,0.20075424529139824,0.040824829046386304,4.670700660760354e-17
I_35,33,0.6930228290189964,0.15513016255862538,0.35021739166789123,0.10191843949315212,0.057046137406437845,0.25198179196005704,0.10194414990458772,0.15056568396854866,0.2041241452319315,9.341401321520709e-17
I_36,18,0.6968852815192642,0.1532706654131362,0.3523816703802416,0.0974255063730607,0.06080742119147771,0.01077996970952116,0.10194414990458772,0.15056568396854866,0.12247448713915891,0.0
I_37,18,0.6968852815192642,0.1532706654131362,0.3523816703802416,0.0974255063730607,0.06080742119147771,0.01077996970952116,0.10194414990458772,0.15056568396854866,0.12247448713915891,0.0
I_38,21,0.6965588452403465,0.15347061220460997,0.3522966833561038,0.0974255063730607,0.06080742119147771,0.01077996970952116,0.13592553320611697,0.10037712264569912,0.12247448713915891,0.0
I_39,25,0.6954915987006768,0.1537984619501391,0.3512728638125926,0.09967197293310641,0.05892677929895779,0.1313808808347891,0.13592553320611697,0.20075424529139824,0.2041241452319315,4.670700660760354e-17
N_40,5,0.8457048551591516,0.07805089706240186,0.42780362702459646,0.13313065869421445,0.016298896401839385,0.0,0.13592553320611697,0.20075424529139824,0.2041241452319315,0.1518832399156211
N_41,4,0.8855845882423791,0.0579109650568038,0.4482355773293137,0.12995875900145684,0.012537612616799526,0.0,0.16990691650764622,0.15056568396854866,0.2041241452319315,0.19330594171079032
N_42,46,0.49929273124920825,0.25422297435307945,0.25350477441185687,0.07387811998484738,0.10155466219607617,0.5039635839201141,0.16990691650764622,0.15056568396854866,0.2041241452319315,-0.19330594171079032
I_43,44,0.5879886593643773,0.2087120466367534,0.29785664711513893,0.05854845435914933,0.10155466219607617,0.02155993941904232,0.16990691650764622,0.10037712264569912,0.12247448713915891,-0.11046053812045167
I_44,43,0.5882519914304747,0.2085598747362716,0.29796321801854236,0.05854845435914933,0.10155466219607617,0.02155993941904232,0.16990691650764622,0.15056568396854866,0.12247448713915891,-0.11046053812045167
I_45,46,0.49929273124920825,0.25422297435307945,0.25350477441185687,0.07387811998484738,0.10155466219607617,0.5039635839201141,0.16990691650764622,0.15056568396854866,0.2041241452319315,-0.19330594171079032
N_46,45,0.5439883669548609,0.2304925979466002,0.2749607309683323,0.06621328717199836,0.10155466219607617,0.2627617616695782,0.10194414990458772,0.15056568396854866,0.12247448713915891,-0.15188323991562086
N_47,6,0.8442360628089691,0.07890306387333319,0.4276523384632521,0.13313065869421445,0.016298896401839385,0.0,0.16990691650764622,0.05018856132284956,0.040824829046386304,0.1518832399156211
N_48,26,0.6952752083044806,0.15388601709506128,0.3511139740078091,0.09967197293310641,0.05892677929895779,0.1313808808347891,0.06796276660305849,0.15056568396854866,0.2041241452319315,4.670700660760354e-17
