Iteration,Policy_ID,Rank,TOPSIS Score
0,I_01,39,0.5791487550892812
0,N_02,13,0.7588418948475543
0,I_03,26,0.6961371194387784
0,I_04,41,0.5754082944723967
0,I_05,11,0.7714793997115251
0,I_06,21,0.7139960697407625
0,N_07,1,0.8519516047742518
0,N_08,10,0.774315851064531
0,N_09,43,0.5515389541929806
0,I_10,38,0.5792150165300755
0,I_11,40,0.5757571371542348
0,I_12,25,0.706196685366961
0,I_13,30,0.6640831792624449
0,I_14,42,0.5725186120964738
0,I_15,17,0.7275550327869595
0,I_16,27,0.6946320058793759
0,I_17,34,0.6506789218355998
0,I_18,35,0.6495067240343705
0,I_19,28,0.6787087405074569
0,I_20,37,0.5981782585093656
0,N_21,16,0.7498817205438554
0,I_22,23,0.7129133536476493
0,I_23,23,0.7129133536476493
0,I_24,23,0.7129133536476493
0,I_25,32,0.6593772112131696
0,I_26,32,0.6593772112131696
0,I_27,32,0.6593772112131696
0,I_28,19,0.719444742929113
0,I_29,19,0.719444742929113
0,I_30,19,0.719444742929113
0,N_31,48,0.39832706949669583
0,N_32,46,0.4049220260114771
0,I_33,47,0.4042345827002794
0,I_34,12,0.7677151521063348
0,I_35,29,0.6744382178028642
0,I_36,5,0.7977329757235505
0,I_37,5,0.7977329757235505
0,I_38,4,0.7980845039120621
0,I_39,7,0.7800806197488004
0,N_40,3,0.8130010629935218
0,N_41,2,0.8375005145258589
0,N_42,45,0.5434193138072297
0,I_43,15,0.749928262696696
0,I_44,8,0.7768385569615764
0,I_45,44,0.5445802564263991
0,N_46,36,0.6468845492767895
0,N_47,9,0.7755008989140314
0,N_48,14,0.7509613458721437
1,I_01,39,0.5735692994293167
1,N_02,22,0.7164327607425005
1,I_03,27,0.6743475916033175
1,I_04,38,0.5815703673044006
1,I_05,16,0.7212083112439489
1,I_06,24,0.7046295354900473
1,N_07,1,0.8431250120845025
1,N_08,2,0.7967157486599246
1,N_09,43,0.5543002533103928
1,I_10,40,0.5693071972121998
1,I_11,42,0.5641142785115175
1,I_12,25,0.6883809190868773
1,I_13,34,0.6473956621293326
1,I_14,41,0.567976576202027
1,I_15,21,0.7190728507646715
1,I_16,26,0.6802166842105393
1,I_17,32,0.6597831353962411
1,I_18,33,0.6488613023088246
1,I_19,28,0.6697515490004243
1,I_20,37,0.5862140290614443
1,N_21,7,0.7463959046047454
1,I_22,18,0.7207408819620358
1,I_23,18,0.7207408819620358
1,I_24,18,0.7207408819620358
1,I_25,30,0.6609936248775746
1,I_26,30,0.6609936248775746
1,I_27,30,0.6609936248775746
1,I_28,12,0.7308916388477764
1,I_29,12,0.7308916388477764
1,I_30,12,0.7308916388477764
1,N_31,47,0.41673701086577647
1,N_32,46,0.42035043780571346
1,I_33,48,0.41499963291037684
1,I_34,10,0.7331961806931849
1,I_35,35,0.6341447962228434
1,I_36,5,0.7527880774761424
1,I_37,5,0.7527880774761424
1,I_38,9,0.7359899358396441
1,I_39,20,0.7194171128926657
1,N_40,15,0.7219364859581954
1,N_41,3,0.7609694654907835
1,N_42,45,0.5177218976136119
1,I_43,4,0.7598929410611802
1,I_44,8,0.7376786570888543
1,I_45,44,0.5194365069140453
1,N_46,36,0.6222387471451848
1,N_47,23,0.7141974408597107
1,N_48,14,0.7269387014715306
2,I_01,37,0.586279038981482
2,N_02,9,0.7118744708031238
2,I_03,25,0.6698112789412565
2,I_04,38,0.5825435797884303
2,I_05,11,0.7059210004032194
2,I_06,19,0.6926180645160908
2,N_07,1,0.8392732454388979
2,N_08,5,0.7632878956767182
2,N_09,43,0.5531452993624701
2,I_10,40,0.5732676844887502
2,I_11,39,0.5763666431518805
2,I_12,20,0.6826608574679192
2,I_13,32,0.638503397726834
2,I_14,42,0.5534769157529221
2,I_15,10,0.706955142846811
2,I_16,27,0.6541057010858682
2,I_17,34,0.6257580851192921
2,I_18,35,0.6227803602762151
2,I_19,28,0.6529716875348471
2,I_20,41,0.5601369172163596
2,N_21,8,0.7152497884644637
2,I_22,16,0.6959225877463204
2,I_23,16,0.6959225877463204
2,I_24,16,0.6959225877463204
2,I_25,30,0.6392834888100819
2,I_26,30,0.6392834888100819
2,I_27,30,0.6392834888100819
2,I_28,13,0.703653527527909
2,I_29,13,0.703653527527909
2,I_30,13,0.703653527527909
2,N_31,47,0.4296145808804147
2,N_32,47,0.4296145808804147
2,I_33,46,0.45038358754028973
2,I_34,18,0.6953003611990215
2,I_35,36,0.5888390633632478
2,I_36,3,0.7721404317295929
2,I_37,3,0.7721404317295929
2,I_38,6,0.7567798858268087
2,I_39,21,0.6802620942594343
2,N_40,22,0.6774926186171368
2,N_41,23,0.675896921644727
2,N_42,44,0.49832087883865145
2,I_43,7,0.7356352575982711
2,I_44,2,0.7879419033553262
2,I_45,45,0.49117303593973305
2,N_46,33,0.6258612514271298
2,N_47,26,0.6541736922008763
2,N_48,24,0.6720434231541306
3,I_01,43,0.5674376338061755
3,N_02,16,0.7532525767147632
3,I_03,26,0.6917453497005557
3,I_04,42,0.5715124960141758
3,I_05,11,0.7740764960501894
3,I_06,23,0.7243532114611114
3,N_07,1,0.8524108338046338
3,N_08,6,0.8001241553321601
3,N_09,41,0.5746863144233127
3,I_10,38,0.58511099740129
3,I_11,39,0.5849315877429069
3,I_12,25,0.711823056590703
3,I_13,34,0.6656310177868145
3,I_14,40,0.5836483904091513
3,I_15,24,0.7241628225269241
3,I_16,27,0.6859816781464625
3,I_17,33,0.6696427121640153
3,I_18,35,0.6590005861617201
3,I_19,28,0.6775022508996659
3,I_20,37,0.6122799437051207
3,N_21,14,0.7631044418918617
3,I_22,21,0.7279653802165896
3,I_23,21,0.7279653802165896
3,I_24,21,0.7279653802165896
3,I_25,31,0.6708548927734035
3,I_26,31,0.6708548927734035
3,I_27,31,0.6708548927734035
3,I_28,18,0.7368119422182702
3,I_29,18,0.7368119422182702
3,I_30,18,0.7368119422182702
3,N_31,48,0.4066444492153586
3,N_32,47,0.40901186890632285
3,I_33,46,0.41497419688120785
3,I_34,9,0.778160418629977
3,I_35,29,0.6765356148699952
3,I_36,4,0.8142142544373857
3,I_37,4,0.8142142544373857
3,I_38,13,0.7695249602422876
3,I_39,10,0.7747396913197974
3,N_40,3,0.8145420191673017
3,N_41,2,0.848870179753276
3,N_42,44,0.533779362006223
3,I_43,12,0.7702793829809238
3,I_44,8,0.7868427798005158
3,I_45,45,0.5268676635000837
3,N_46,36,0.6543847163720659
3,N_47,7,0.7937922717905841
3,N_48,15,0.7604682377393736
4,I_01,41,0.567379892886588
4,N_02,24,0.6884209010895287
4,I_03,25,0.6738874493056654
4,I_04,40,0.5692934985486482
4,I_05,19,0.7059888176536256
4,I_06,18,0.7076728671362296
4,N_07,1,0.842953709532271
4,N_08,3,0.7985390817651253
4,N_09,43,0.5529461560044604
4,I_10,37,0.5974417340891717
4,I_11,38,0.586323845764912
4,I_12,20,0.6970995006404461
4,I_13,34,0.6506961625452261
4,I_14,42,0.56069416506322
