Policy_ID,Rank,TOPSIS Score,Distance to Ideal,Distance to Nadir,Cost_carbon_abatement Score,Social_acceptance_tech Score,Deployment_difficulty Score,Acceptance_policy_instrument Score,Perceived_equity Score,Administrative_burden Score,Cost_gap Score,Relevance Score
I_18,34,0.6940299585427818,0.15484241683109232,0.35122809939865735,0.015015406970575922,0.18304914420527307,0.11022216219847476,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.048652151075862654,0.0
I_19,32,0.6942549145385907,0.15474570115622682,0.35138083534294634,0.015015406970575922,0.18304914420527307,0.11022216219847476,0.13592553320611697,0.20075424529139824,0.2041241452319315,0.048652151075862654,0.0
I_20,42,0.6914452263144256,0.15641752946475762,0.3505184922872547,0.013364657495710175,0.2256770271023915,0.22044432439694953,0.13592553320611697,0.15056568396854866,0.2041241452319315,0.06210062235331036,0.0
N_21,22,0.6956973065458927,0.15409850324460392,0.35230024563089335,0.016666156445441668,0.14042126130815472,0.0,0.16990691650764622,0.05018856132284956,0.040824829046386304,0.03520367979841496,0.0
I_22,25,0.6955631173166485,0.15425001341231342,0.3524231992836356,0.018305904618032536,0.16549648654175375,0.0,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0,0.0
I_23,25,0.6955631173166485,0.15425001341231342,0.3524231992836356,0.018305904618032536,0.16549648654175375,0.0,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0,0.0
I_24,25,0.6955631173166485,0.15425001341231342,0.3524231992836356,0.018305904618032536,0.16549648654175375,0.0,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0,0.0
I_25,10,0.7221482108552796,0.14088095323597408,0.3661553831850795,0.007282178045302982,0.20812436943887216,0.081573147817522,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0,0.029132070758982897
I_26,10,0.7221482108552796,0.14088095323597408,0.3661553831850795,0.007282178045302982,0.20812436943887216,0.081573147817522,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0,0.029132070758982897
I_27,10,0.7221482108552796,0.14088095323597408,0.3661553831850795,0.007282178045302982,0.20812436943887216,0.081573147817522,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0,0.029132070758982897
I_28,15,0.6990041875276616,0.1523614854249746,0.35382989369587836,0.010272218862742485,0.15045135140159432,0.0262433719520178,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.019660162443842333,0.0033613927798825487
I_29,15,0.6990041875276616,0.1523614854249746,0.35382989369587836,0.010272218862742485,0.15045135140159432,0.0262433719520178,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.019660162443842333,0.0033613927798825487
I_30,15,0.6990041875276616,0.1523614854249746,0.35382989369587836,0.010272218862742485,0.15045135140159432,0.0262433719520178,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.019660162443842333,0.0033613927798825487
N_31,2,0.9051948708499479,0.052482089774542766,0.5010965008044231,0.45422087608131445,0.16549648654175375,0.029888829928571094,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.4247753417267503,0.3054489144979926
N_32,3,0.9041830289178381,0.05310315592187567,0.5011113566235096,0.45422087608131445,0.16549648654175375,0.029888829928571094,0.16990691650764622,0.05018856132284956,0.040824829046386304,0.4247753417267503,0.3054489144979926
I_33,1,0.9060663293566987,0.051957076344187725,0.5011680808902915,0.45422087608131445,0.16549648654175375,0.029888829928571094,0.13592553320611697,0.15056568396854866,0.040824829046386304,0.4247753417267503,0.3054489144979926
I_34,23,0.6956478163345399,0.15357915431262284,0.35103084211649765,0.08697319316236739,0.05892677929895779,0.1313808808347891,0.10194414990458772,0.20075424529139824,0.040824829046386304,0.11655491437240945,4.670700660760354e-17
I_35,36,0.6937467388245946,0.1546178827042746,0.35025146010973646,0.10854512549804875,0.057046137406437845,0.25198179196005704,0.10194414990458772,0.15056568396854866,0.2041241452319315,0.0899669114959465,9.341401321520709e-17
I_36,19,0.6963180039459361,0.15341254232113966,0.3517624246328706,0.06540126082668604,0.06080742119147771,0.01077996970952116,0.10194414990458772,0.15056568396854866,0.12247448713915891,0.14314291724887238,0.0
I_37,19,0.6963180039459361,0.15341254232113966,0.3517624246328706,0.06540126082668604,0.06080742119147771,0.01077996970952116,0.10194414990458772,0.15056568396854866,0.12247448713915891,0.14314291724887238,0.0
I_38,21,0.6960848203179378,0.1535552277699212,0.35170162689117695,0.06540126082668604,0.06080742119147771,0.01077996970952116,0.13592553320611697,0.10037712264569912,0.12247448713915891,0.14314291724887238,0.0
I_39,29,0.6954431469175769,0.15370431261621695,0.350977526129403,0.08697319316236739,0.05892677929895779,0.1313808808347891,0.13592553320611697,0.20075424529139824,0.2041241452319315,0.11655491437240945,4.670700660760354e-17
N_40,5,0.8442853956998805,0.07875607126871582,0.4270158286933698,0.09093145997848484,0.016298896401839385,0.0,0.13592553320611697,0.20075424529139824,0.2041241452319315,0.19327675799528377,0.1518832399156211
N_41,4,0.8848346105550898,0.05824808711266946,0.44752962434579463,0.12336113027310039,0.012537612616799526,0.0,0.16990691650764622,0.15056568396854866,0.2041241452319315,0.13713489343515103,0.19330594171079032
N_42,46,0.5012936500650954,0.25290044102804027,0.2542124943918737,0.09372912072299708,0.10155466219607617,0.5039635839201141,0.16990691650764622,0.15056568396854866,0.2041241452319315,0.04279892955674199,-0.19330594171079032
I_43,44,0.5879760582642807,0.20853402958761308,0.2975871164533883,0.07230073196950282,0.10155466219607617,0.02155993941904232,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.03686721194232814,-0.11046053812045167
I_44,43,0.5881644298737213,0.20842527545741232,0.2976632962351788,0.07230073196950282,0.10155466219607617,0.02155993941904232,0.16990691650764622,0.15056568396854866,0.12247448713915891,0.03686721194232814,-0.11046053812045167
I_45,46,0.5012936500650954,0.25290044102804027,0.2542124943918737,0.09372912072299708,0.10155466219607617,0.5039635839201141,0.16990691650764622,0.15056568396854866,0.2041241452319315,0.04279892955674199,-0.19330594171079032
N_46,45,0.5448772056241318,0.23001762132407913,0.2753792169940574,0.08301492634624995,0.10155466219607617,0.2627617616695782,0.10194414990458772,0.15056568396854866,0.12247448713915891,0.03983307074953507,-0.15188323991562086
N_47,6,0.8432446744363403,0.07936016763593937,0.4269075929685354,0.09093145997848484,0.016298896401839385,0.0,0.16990691650764622,0.05018856132284956,0.040824829046386304,0.19327675799528377,0.1518832399156211
N_48,30,0.6952883820914334,0.15376688297237417,0.3508639677571646,0.08697319316236739,0.05892677929895779,0.1313808808347891,0.06796276660305849,0.15056568396854866,0.2041241452319315,0.11655491437240945,4.670700660760354e-17
