Iteration,Policy_ID,Rank,TOPSIS Score
3,I_01,42,0.5723938811167186
3,N_02,15,0.7367852997802824
3,I_03,25,0.6645463230797379
3,I_04,41,0.5751911160126288
3,I_05,12,0.7645843442377838
3,I_06,23,0.6862533044836365
3,N_07,5,0.8315745973114769
3,N_08,7,0.7726916560833244
3,N_09,37,0.5937556487874591
3,I_10,38,0.5864747296354142
3,I_11,39,0.5861221569979136
3,I_12,26,0.6644169650420054
3,I_13,35,0.6078927197024814
3,I_14,40,0.5833751454570928
3,I_15,24,0.6860784788525495
3,I_16,27,0.6414935356288507
3,I_17,30,0.6232500178963823
3,I_18,34,0.6104950255937239
3,I_19,29,0.6313866015859896
3,I_20,43,0.555577986267531
3,N_21,16,0.7337670340230298
3,I_22,21,0.6917006536534717
3,I_23,21,0.6917006536534717
3,I_24,21,0.6917006536534717
3,I_25,32,0.622861094391116
3,I_26,32,0.622861094391116
3,I_27,32,0.622861094391116
3,I_28,18,0.7010596699778401
3,I_29,18,0.7010596699778401
3,I_30,18,0.7010596699778401
3,N_31,47,0.4701112679864977
3,N_32,45,0.4745733466047156
3,I_33,44,0.4821774946006964
3,I_34,9,0.7700084783602249
3,I_35,28,0.6393889002902636
3,I_36,3,0.8344195350665947
3,I_37,3,0.8344195350665947
3,I_38,8,0.7719998257991242
3,I_39,10,0.7657695972549338
3,N_40,2,0.8460049224846614
3,N_41,1,0.8730336939520109
3,N_42,46,0.4706136584064006
3,I_43,14,0.7467291462000829
3,I_44,11,0.7654312376062721
3,I_45,48,0.4603101088794519
3,N_46,36,0.6037288553104079
3,N_47,6,0.8150238815919517
3,N_48,13,0.7467616331806061
4,I_01,41,0.5670019348596291
4,N_02,19,0.6930323353765271
4,I_03,26,0.6562315101863573
4,I_04,39,0.5685624027054735
4,I_05,11,0.7214510631511797
4,I_06,24,0.6771163449796245
4,N_07,1,0.8260446752780087
4,N_08,7,0.7771936392317886
4,N_09,40,0.568293038278503
4,I_10,36,0.5973123371011775
4,I_11,37,0.5908403843506627
4,I_12,25,0.6602250823853185
4,I_13,35,0.6040554671990299
4,I_14,42,0.5632544459526019
4,I_15,23,0.6834522747284542
4,I_16,29,0.620217830864679
4,I_17,28,0.6213708285978548
4,I_18,30,0.619287415215767
4,I_19,27,0.6328369027944655
4,I_20,43,0.5312238159959028
4,N_21,18,0.6954278130889869
4,I_22,21,0.6900438146542196
4,I_23,21,0.6900438146542196
4,I_24,21,0.6900438146542196
4,I_25,32,0.6177112447927716
4,I_26,32,0.6177112447927716
4,I_27,32,0.6177112447927716
4,I_28,15,0.7004874586397737
4,I_29,15,0.7004874586397737
4,I_30,15,0.7004874586397737
4,N_31,45,0.48094771886144727
4,N_32,46,0.473000875669214
4,I_33,44,0.48912530593354
4,I_34,12,0.7195225866770809
4,I_35,38,0.5860539124852359
4,I_36,3,0.8144372240117379
4,I_37,3,0.8144372240117379
4,I_38,8,0.7637629780386395
4,I_39,13,0.7005420839965742
4,N_40,6,0.786542414319179
4,N_41,2,0.8235900731419245
4,N_42,47,0.45948601091900104
4,I_43,9,0.7455929274085075
4,I_44,5,0.7889210997749556
4,I_45,48,0.438844408243742
4,N_46,34,0.612236125500055
4,N_47,10,0.7330620898240562
4,N_48,17,0.6959128210685328
5,I_01,39,0.5803306840464041
5,N_02,10,0.7236857951560595
5,I_03,26,0.6400168298161208
5,I_04,40,0.5785744141363824
5,I_05,11,0.7169202536406577
5,I_06,18,0.6787830266874832
5,N_07,1,0.8230142914548738
5,N_08,9,0.7363136763148698
5,N_09,41,0.5718283976597018
5,I_10,37,0.5920324086736866
5,I_11,36,0.5936544120680519
5,I_12,25,0.6592735254427742
5,I_13,29,0.6034486642182294
5,I_14,42,0.5601829843592319
5,I_15,17,0.6859519842897888
5,I_16,28,0.6205135758807361
5,I_17,35,0.5938627217460917
5,I_18,34,0.5949955338567748
5,I_19,27,0.6367188544782595
5,I_20,43,0.5214294726781532
5,N_21,15,0.6933803568194182
5,I_22,23,0.6654741330352676
5,I_23,23,0.6654741330352676
5,I_24,23,0.6654741330352676
5,I_25,31,0.6006645542001733
5,I_26,31,0.6006645542001733
5,I_27,31,0.6006645542001733
5,I_28,20,0.6727967732944024
5,I_29,20,0.6727967732944024
5,I_30,20,0.6727967732944024
5,N_31,46,0.4662961340548921
5,N_32,45,0.46992905110783223
5,I_33,44,0.4779442635567806
5,I_34,12,0.712150998855675
5,I_35,33,0.5954963670645276
5,I_36,4,0.7819051472047656
5,I_37,4,0.7819051472047656
5,I_38,7,0.7557878972180481
5,I_39,16,0.6875306567777338
5,N_40,3,0.7874757530938277
5,N_41,2,0.8211329605191199
5,N_42,47,0.45884670247450166
5,I_43,13,0.704405151275417
5,I_44,6,0.7649455483795093
5,I_45,48,0.4360256756729834
5,N_46,38,0.5864522077257887
5,N_47,8,0.7377480506282241
5,N_48,14,0.6952428918046363
6,I_01,36,0.5890943752728304
6,N_02,14,0.7279518171358947
6,I_03,25,0.6462465694251788
6,I_04,37,0.5877102832918238
6,I_05,13,0.7299963758801147
6,I_06,23,0.6809568309789432
6,N_07,3,0.829301662145812
6,N_08,4,0.809317058684484
6,N_09,39,0.5835593026259214
6,I_10,41,0.5706134591234843
6,I_11,42,0.5652310457256294
6,I_12,26,0.638537999355709
6,I_13,38,0.5856847866293909
6,I_14,40,0.5775883922067213
6,I_15,24,0.6795301288797257
6,I_16,33,0.6121802507812447
6,I_17,31,0.6211250162044245
6,I_18,27,0.6382721143735337
6,I_19,32,0.6164123428705301
6,I_20,43,0.5161342215419161
6,N_21,15,0.7241269553305245
6,I_22,21,0.7092220851456447
6,I_23,21,0.7092220851456447
6,I_24,21,0.7092220851456447
6,I_25,29,0.632888432821524
6,I_26,29,0.632888432821524
6,I_27,29,0.632888432821524
6,I_28,18,0.720823415881451
6,I_29,18,0.720823415881451
6,I_30,18,0.720823415881451
6,N_31,44,0.49178626950377746
6,N_32,45,0.4871923086709438
6,I_33,46,0.4800089655400685
6,I_34,16,0.7237121222716261
6,I_35,35,0.5981191545574264
6,I_36,1,0.8310784046779982
6,I_37,1,0.8310784046779982
6,I_38,10,0.7549653217539815
6,I_39,11,0.7356664780397162
6,N_40,5,0.8025156126627317
6,N_41,7,0.7766386356130571
6,N_42,47,0.4447277871650844
6,I_43,8,0.7744257925588898
6,I_44,9,0.766578695264708
6,I_45,48,0.4384848211527796
6,N_46,34,0.6116363091701142
6,N_47,6,0.7793146070564326
6,N_48,12,0.7333632895636779
7,I_01,39,0.5674631987853556
7,N_02,14,0.7228172763248094
7,I_03,27,0.6440990922314209
7,I_04,42,0.5637254832195113
7,I_05,12,0.7321792115276339
7,I_06,24,0.685547894531108
7,N_07,1,0.8284557287627168
7,N_08,6,0.7980396691730621
7,N_09,37,0.582289467703026
7,I_10,40,0.566166715341989
7,I_11,41,0.5644887539474277
7,I_12,26,0.644270069977185
7,I_13,36,0.5906261624290073
7,I_14,38,0.5677591522800711
7,I_15,23,0.691058075038547
7,I_16,25,0.64943137160464
7,I_17,33,0.6241950744307415
7,I_18,28,0.6367126616531383
7,I_19,32,0.6265925984827477
7,I_20,43,0.5421791191484181
7,N_21,15,0.7214263904744324
7,I_22,21,0.7056501767347698
7,I_23,21,0.7056501767347698
7,I_24,21,0.7056501767347698
7,I_25,30,0.6333571302143985
7,I_26,30,0.6333571302143985
7,I_27,30,0.6333571302143985
7,I_28,17,0.7176430849972745
7,I_29,17,0.7176430849972745
7,I_30,17,0.7176430849972745
7,N_31,44,0.47777788118693626
7,N_32,45,0.4728331701808642
7,I_33,46,0.4725691650339706
7,I_34,9,0.7580017568738537
7,I_35,34,0.6159740953329559
7,I_36,2,0.8283239912831631
7,I_37,2,0.8283239912831631
7,I_38,11,0.7433717650801567
7,I_39,13,0.731173053191813
7,N_40,4,0.8082498727327145
7,N_41,5,0.8046791332479322
7,N_42,48,0.45724658249654226
7,I_43,8,0.7717636470222865
7,I_44,10,0.7508461190397506
7,I_45,47,0.4669801879798949
7,N_46,35,0.5953184531767943
7,N_47,7,0.788081290191811
7,N_48,19,0.7085942080553976
8,I_01,37,0.5842818047209153
8,N_02,12,0.7335703543002215
8,I_03,25,0.6686981814451198
8,I_04,39,0.581143911395405
8,I_05,11,0.73975985361822
8,I_06,23,0.6822678481575783
8,N_07,1,0.8239985779592234
8,N_08,7,0.7849204733594541
8,N_09,38,0.581159632266865
8,I_10,41,0.5728388353845428
8,I_11,40,0.5739651259087379
8,I_12,26,0.6519159638960982
8,I_13,36,0.5969620433900655
8,I_14,42,0.5657777781732073
8,I_15,24,0.675602781023202
8,I_16,32,0.6139552733750137
8,I_17,31,0.6182122827460668
8,I_18,33,0.6076822075844135
8,I_19,27,0.6386998268042938
8,I_20,43,0.5302862950176721
8,N_21,14,0.7213498987025961
8,I_22,21,0.6956785144493334
8,I_23,21,0.6956785144493334
8,I_24,21,0.6956785144493334
8,I_25,29,0.622792638456348
8,I_26,29,0.622792638456348
8,I_27,29,0.622792638456348
8,I_28,17,0.706690212916223
8,I_29,17,0.706690212916223
8,I_30,17,0.706690212916223
8,N_31,45,0.4793611425051287
8,N_32,45,0.4793611425051287
8,I_33,44,0.4843473632718197
8,I_34,13,0.7334046270845216
8,I_35,34,0.6069165601092176
8,I_36,3,0.814126638992018
8,I_37,3,0.814126638992018
8,I_38,2,0.8183002325383193
8,I_39,15,0.713464412627681
8,N_40,6,0.7961656663452072
8,N_41,5,0.804234821862263
8,N_42,47,0.4556148054900147
8,I_43,10,0.7589664241165351
8,I_44,9,0.7742372256377709
8,I_45,48,0.4422352364225665
8,N_46,35,0.5999971067861466
8,N_47,8,0.7794493972140898
8,N_48,19,0.7001234336216753
9,I_01,37,0.591187262093537
9,N_02,13,0.7480292108838404
9,I_03,25,0.659587626503557
9,I_04,38,0.5890687943460738
9,I_05,11,0.7511199499373612
9,I_06,23,0.6878968943587728
9,N_07,2,0.8335534087043727
9,N_08,7,0.7720640598401605
9,N_09,39,0.5802705395968929
9,I_10,42,0.5762316237003642
9,I_11,40,0.5778774076328447
9,I_12,26,0.6528387468788378
9,I_13,36,0.5974466565154936
9,I_14,41,0.5774901953280346
9,I_15,24,0.6873218364077907
9,I_16,27,0.6510473081193878
9,I_17,29,0.6268739332618437
9,I_18,30,0.6258350203038908
9,I_19,28,0.6492675236215734
9,I_20,43,0.5522225118420337
9,N_21,16,0.716089839901962
9,I_22,21,0.6903868304129817
9,I_23,21,0.6903868304129817
9,I_24,21,0.6903868304129817
9,I_25,33,0.6207935413827587
9,I_26,33,0.6207935413827587
9,I_27,33,0.6207935413827587
9,I_28,18,0.7005027534102577
9,I_29,18,0.7005027534102577
9,I_30,18,0.7005027534102577
9,N_31,45,0.4746344819648696
9,N_32,45,0.4746344819648696
9,I_33,44,0.49649739865738174
9,I_34,10,0.7636245954537606
9,I_35,31,0.6249350592143845
9,I_36,3,0.8212269072333067
9,I_37,3,0.8212269072333067
9,I_38,9,0.7656791209804431
9,I_39,14,0.7320971858359557
9,N_40,5,0.8206723308980608
9,N_41,1,0.8410856019248193
9,N_42,48,0.45129372865264233
9,I_43,12,0.7482531539245303
9,I_44,6,0.7995858969240858
9,I_45,47,0.45923181038485755
9,N_46,35,0.6075699816850356
9,N_47,8,0.7700762958127563
9,N_48,15,0.7272014658463153
10,I_01,37,0.5890513930534261
10,N_02,10,0.7624826313577484
10,I_03,25,0.6594342382411061
10,I_04,38,0.5784910046185346
10,I_05,14,0.7394525730899821
10,I_06,23,0.6866040746745976
10,N_07,3,0.8318538337622583
10,N_08,5,0.8269233952181941
10,N_09,39,0.576979023363741
10,I_10,40,0.572048292203336
10,I_11,41,0.5702563484084421
10,I_12,26,0.6522736092032961
10,I_13,36,0.5982812304141761
10,I_14,42,0.565269423701624
10,I_15,24,0.6853291407160053
10,I_16,27,0.6425543971538566
10,I_17,32,0.6384994794842548
10,I_18,33,0.6339830988525487
10,I_19,31,0.6388095852856879
10,I_20,43,0.550058403956792
10,N_21,19,0.7238047329272437
10,I_22,21,0.719012261547844
10,I_23,21,0.719012261547844
10,I_24,21,0.719012261547844
10,I_25,29,0.6421958351108424
10,I_26,29,0.6421958351108424
10,I_27,29,0.6421958351108424
10,I_28,16,0.7336429469173095
10,I_29,16,0.7336429469173095
10,I_30,16,0.7336429469173095
10,N_31,44,0.48049253508068984
10,N_32,46,0.46975864321764715
10,I_33,48,0.46897362687836625
10,I_34,13,0.7450274760093337
10,I_35,34,0.6293355734836346
10,I_36,1,0.8414529470348084
10,I_37,1,0.8414529470348084
10,I_38,9,0.7823102228880539
10,I_39,12,0.7535813225886411
10,N_40,4,0.8299641483842048
10,N_41,6,0.8248705311130062
10,N_42,47,0.46946010895730855
10,I_43,7,0.7990838198714406
10,I_44,11,0.75780963555211
10,I_45,45,0.47648263547186015
10,N_46,35,0.6010194013615652
10,N_47,8,0.7854815792500662
10,N_48,18,0.7250587276145938
11,I_01,40,0.5735907539624087
11,N_02,7,0.7567507439433715
11,I_03,26,0.634503888139197
11,I_04,36,0.5805889273124659
11,I_05,8,0.7526730025525665
11,I_06,17,0.6833776742457904
11,N_07,3,0.8280585215299565
11,N_08,11,0.7326711491666267
11,N_09,41,0.5730308917258817
11,I_10,39,0.5737332079461197
11,I_11,38,0.5746239977007018
11,I_12,25,0.6529933984769218
11,I_13,32,0.5994831116586931
11,I_14,42,0.5466561618401571
11,I_15,16,0.6916441146446493
11,I_16,27,0.6314661430658423
11,I_17,34,0.5956001093223607
11,I_18,33,0.5981160284398855
11,I_19,28,0.626801901896137
11,I_20,43,0.5220604730350574
11,N_21,13,0.7167433177803282
11,I_22,23,0.6659991555188711
11,I_23,23,0.6659991555188711
11,I_24,23,0.6659991555188711
11,I_25,30,0.6020316515874093
11,I_26,30,0.6020316515874093
11,I_27,30,0.6020316515874093
11,I_28,20,0.6719483647528275
11,I_29,20,0.6719483647528275
11,I_30,20,0.6719483647528275
11,N_31,48,0.4603064217691785
11,N_32,44,0.47330851405554014
11,I_33,45,0.4725475174274247
11,I_34,9,0.7387079948765692
11,I_35,37,0.5795032487247891
11,I_36,1,0.8327953020922972
11,I_37,1,0.8327953020922972
11,I_38,10,0.7340365928207337
11,I_39,12,0.7238348132277796
11,N_40,5,0.8003454650378062
11,N_41,4,0.8157123289931092
11,N_42,46,0.46291951685629384
11,I_43,15,0.7086926631267818
11,I_44,14,0.7114141303766565
11,I_45,46,0.46291951685629384
11,N_46,35,0.5887935319240389
11,N_47,6,0.7821591996623516
11,N_48,18,0.6813186743573599
12,I_01,41,0.5734204792433235
12,N_02,12,0.7356699035411788
12,I_03,26,0.6385708496183298
12,I_04,38,0.5875891125236774
12,I_05,13,0.7264881743454166
12,I_06,21,0.6812540108709542
12,N_07,2,0.8254102304382132
12,N_08,8,0.7488612619817343
12,N_09,40,0.5786537810597104
12,I_10,35,0.5942608755339019
12,I_11,36,0.5904505465628908
12,I_12,25,0.6672233284856257
12,I_13,30,0.6117552626109577
12,I_14,42,0.5660886339783442
12,I_15,17,0.6859028087061657
12,I_16,28,0.6345296963014042
12,I_17,34,0.603930864173534
12,I_18,29,0.6130009075510422
12,I_19,27,0.6353348216849481
12,I_20,43,0.5401694096344625
12,N_21,15,0.7200254190191949
12,I_22,23,0.675226712132009
12,I_23,23,0.675226712132009
12,I_24,23,0.675226712132009
12,I_25,32,0.6093350071597041
12,I_26,32,0.6093350071597041
12,I_27,32,0.6093350071597041
12,I_28,19,0.6832753130314241
12,I_29,19,0.6832753130314241
12,I_30,19,0.6832753130314241
12,N_31,47,0.46367774309659826
12,N_32,45,0.4714085854200973
12,I_33,48,0.462720979954622
12,I_34,10,0.7435879000620723
12,I_35,39,0.5873859447180032
12,I_36,4,0.8096190953478546
12,I_37,4,0.8096190953478546
12,I_38,9,0.7477445571340299
12,I_39,11,0.7365703369015439
12,N_40,3,0.8217350092108744
12,N_41,1,0.8275830898873007
12,N_42,44,0.4802864751136112
12,I_43,14,0.7250543046753999
12,I_44,6,0.7992837126550963
12,I_45,46,0.46971486696444553
12,N_46,37,0.5903326425501333
12,N_47,7,0.7761740080408616
12,N_48,16,0.7184231850972735
13,I_01,34,0.593240862618495
13,N_02,8,0.743611601981944
13,I_03,25,0.6542309105909678
13,I_04,37,0.5851333127651166
13,I_05,10,0.7261196887092877
13,I_06,24,0.6647523215739669
13,N_07,1,0.824823427854428
13,N_08,9,0.7397772489005273
13,N_09,35,0.5899460675790867
13,I_10,40,0.5778928739014221
13,I_11,41,0.5755468386470973
13,I_12,26,0.6460083307949148
13,I_13,36,0.5893167572534409
13,I_14,42,0.5517252624109186
13,I_15,16,0.6838785860289727
13,I_16,27,0.6384235326551311
13,I_17,33,0.5975246012737284
13,I_18,29,0.600583875988757
13,I_19,28,0.6133998025290545
13,I_20,43,0.5325219607120195
13,N_21,12,0.7140497757618488
13,I_22,22,0.6665366028968037
13,I_23,22,0.6665366028968037
13,I_24,22,0.6665366028968037
13,I_25,31,0.5997145538227852
13,I_26,31,0.5997145538227852
13,I_27,31,0.5997145538227852
13,I_28,18,0.6740238778839428
13,I_29,18,0.6740238778839428
13,I_30,18,0.6740238778839428
13,N_31,46,0.47264598156981913
13,N_32,44,0.4829262127532769
13,I_33,45,0.47379557293914193
13,I_34,11,0.7173036743954753
13,I_35,39,0.5813550484918921
13,I_36,2,0.800885979505568
13,I_37,2,0.800885979505568
13,I_38,6,0.7500091885769203
13,I_39,15,0.6888951592941966
13,N_40,5,0.7651348272196903
13,N_41,4,0.7834851713955284
13,N_42,48,0.45595816739497497
13,I_43,14,0.7061342560600287
13,I_44,13,0.7074832450910259
13,I_45,47,0.4573162153573205
13,N_46,38,0.5823074399447558
13,N_47,7,0.7448101902477438
13,N_48,20,0.6733344661597325
14,I_01,39,0.583795804812568
14,N_02,14,0.7289516855764766
14,I_03,26,0.656741217528745
14,I_04,37,0.5879142325667371
14,I_05,11,0.7443555510806084
14,I_06,24,0.6708443310010795
14,N_07,2,0.8269176237365453
14,N_08,10,0.746535715823716
14,N_09,40,0.5825275871860665
14,I_10,41,0.5802633941170309
14,I_11,38,0.5849691476987309
14,I_12,25,0.6569547813484419
14,I_13,35,0.601188488168333
14,I_14,42,0.5772753846430746
14,I_15,20,0.6798870455919938
14,I_16,27,0.6317327929544009
14,I_17,36,0.5976312105378727
14,I_18,34,0.6032511699906834
14,I_19,28,0.629651054053787
14,I_20,43,0.5383024309723821
14,N_21,15,0.7186961431720706
14,I_22,22,0.6743009312956598
14,I_23,22,0.6743009312956598
14,I_24,22,0.6743009312956598
14,I_25,31,0.6081322720904192
14,I_26,31,0.6081322720904192
14,I_27,31,0.6081322720904192
14,I_28,18,0.6820397236920986
14,I_29,18,0.6820397236920986
14,I_30,18,0.6820397236920986
14,N_31,46,0.467762071119942
14,N_32,44,0.47586229820157844
14,I_33,45,0.47502833754099927
14,I_34,9,0.7495342129028061
14,I_35,33,0.6036283205573212
14,I_36,3,0.824537248532959
14,I_37,3,0.824537248532959
14,I_38,8,0.7710528590099729
14,I_39,13,0.7312715622673533
14,N_40,5,0.815536627035546
14,N_41,1,0.8628536973266956
14,N_42,47,0.45407293360616596
14,I_43,16,0.718452517025777
14,I_44,6,0.7922979048679658
14,I_45,48,0.4435274024087338
14,N_46,29,0.6144388201176492
14,N_47,7,0.7852442771128175
14,N_48,12,0.732056150195975
15,I_01,39,0.5837744981956424
15,N_02,13,0.7425225040468157
15,I_03,25,0.6678840639116216
15,I_04,37,0.5865005029214838
15,I_05,11,0.7611537095504851
15,I_06,24,0.6769666492796228
15,N_07,4,0.828623212185791
15,N_08,6,0.8129607997045568
15,N_09,41,0.5696003398487471
15,I_10,38,0.5845880869168738
15,I_11,40,0.5753388546653566
15,I_12,26,0.6622417347558093
15,I_13,35,0.6076960215099831
15,I_14,42,0.5671981567062714
15,I_15,23,0.69161568209422
15,I_16,33,0.6278262007989105
15,I_17,29,0.6467039263940554
15,I_18,28,0.6495479234259492
15,I_19,27,0.6537285819885088
15,I_20,43,0.5576234878458578
15,N_21,22,0.7073729253218025
15,I_22,20,0.7151619021484309
15,I_23,20,0.7151619021484309
15,I_24,20,0.7151619021484309
15,I_25,31,0.6412725370942324
15,I_26,31,0.6412725370942324
15,I_27,31,0.6412725370942324
15,I_28,17,0.7274872366656069
15,I_29,17,0.7274872366656069
15,I_30,17,0.7274872366656069
15,N_31,45,0.47610702392110243
15,N_32,47,0.4603945001918639
15,I_33,44,0.4817816400055957
15,I_34,12,0.7499673273695644
15,I_35,36,0.6041725806964977
15,I_36,2,0.8307119463844012
15,I_37,2,0.8307119463844012
15,I_38,8,0.8003475233070875
15,I_39,15,0.7292651658480106
15,N_40,5,0.8281335285575618
15,N_41,1,0.862781211346859
15,N_42,46,0.46957249591218486
15,I_43,9,0.7892529269262563
15,I_44,7,0.8007395294096578
15,I_45,48,0.4595785476768509
15,N_46,34,0.613757950601609
15,N_47,10,0.7768381495170882
15,N_48,14,0.7340534298739779
16,I_01,41,0.5665774521769598
16,N_02,11,0.7203125132337961
16,I_03,26,0.6451926723321608
16,I_04,39,0.5744800922585184
16,I_05,14,0.7138789123616406
16,I_06,23,0.6916879693685238
16,N_07,3,0.8288212060647033
16,N_08,6,0.7746385593092532
16,N_09,40,0.5676117130420858
16,I_10,37,0.5797365855789873
16,I_11,38,0.5781923188699872
16,I_12,25,0.6548752128811158
16,I_13,36,0.601046033140011
16,I_14,42,0.5589232512226769
16,I_15,24,0.6840477438266126
16,I_16,27,0.6331169004165702
16,I_17,34,0.6117008045734097
16,I_18,33,0.6155474076909623
16,I_19,29,0.6243923256873897
16,I_20,43,0.5472707075338948
16,N_21,19,0.6944012396343934
16,I_22,21,0.691737597809661
16,I_23,21,0.691737597809661
16,I_24,21,0.691737597809661
16,I_25,31,0.6226853111334137
16,I_26,31,0.6226853111334137
16,I_27,31,0.6226853111334137
16,I_28,17,0.7014127175734984
16,I_29,17,0.7014127175734984
16,I_30,17,0.7014127175734984
16,N_31,45,0.4715730034080078
16,N_32,46,0.46298126541234075
16,I_33,46,0.46298126541234075
16,I_34,7,0.7503964014594596
16,I_35,28,0.6258235163864516
16,I_36,1,0.8375344602968291
16,I_37,1,0.8375344602968291
16,I_38,10,0.7395426152566041
16,I_39,12,0.7192304062869227
16,N_40,5,0.791330517914955
16,N_41,4,0.8112551287226651
16,N_42,44,0.4724282264052266
16,I_43,8,0.7502387669793862
16,I_44,13,0.7181365681895946
16,I_45,48,0.4618375731163618
16,N_46,35,0.6115997581056716
16,N_47,9,0.7395447143371432
16,N_48,15,0.7107952851437369
17,I_01,38,0.5805977524297284
17,N_02,12,0.7385867206077191
17,I_03,25,0.6732742823235734
17,I_04,37,0.5845209589549278
17,I_05,11,0.7567566292734246
17,I_06,23,0.675932203322221
17,N_07,2,0.8217545002624647
17,N_08,5,0.8116071385839827
17,N_09,39,0.5798885696282193
17,I_10,41,0.5723776907003941
17,I_11,40,0.5738965169761353
