Policy_ID,Rank,TOPSIS Score,Distance to Ideal,Distance to Nadir,Cost_carbon_abatement Score,Social_acceptance_tech Score,Deployment_difficulty Score,Acceptance_policy_instrument Score,Perceived_equity Score,Administrative_burden Score,Relevance Score
I_20,47,0.4194545062707837,0.3888477574598334,0.2809494619828922,0.033212144659535446,0.2256770271023915,0.22044432439694953,0.13592553320611697,0.15056568396854866,0.2041241452319315,-0.056592780665184216
N_21,25,0.46440819284618956,0.3593349893948558,0.31157704584406737,0.024311201469675248,0.14042126130815472,0.0,0.16990691650764622,0.05018856132284956,0.040824829046386304,0.0
I_22,28,0.46432291047578444,0.35943597914895054,0.3115577709630786,0.011043695030197618,0.16549648654175375,0.0,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0
I_23,28,0.46432291047578444,0.35943597914895054,0.3115577709630786,0.011043695030197618,0.16549648654175375,0.0,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0
I_24,28,0.46432291047578444,0.35943597914895054,0.3115577709630786,0.011043695030197618,0.16549648654175375,0.0,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.0
I_25,11,0.47740522101489624,0.3503355094178801,0.3200414700426556,0.004393235689030389,0.20812436943887216,0.081573147817522,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.019419091404719965
I_26,11,0.47740522101489624,0.3503355094178801,0.3200414700426556,0.004393235689030389,0.20812436943887216,0.081573147817522,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.019419091404719965
I_27,11,0.47740522101489624,0.3503355094178801,0.3200414700426556,0.004393235689030389,0.20812436943887216,0.081573147817522,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.019419091404719965
I_28,5,0.5047252732537226,0.3319000229816062,0.338233147677098,0.014159033998272303,0.15045135140159432,0.0262433719520178,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.05492828711620813
I_29,5,0.5047252732537226,0.3319000229816062,0.338233147677098,0.014159033998272303,0.15045135140159432,0.0262433719520178,0.16990691650764622,0.10037712264569912,0.12247448713915891,0.05492828711620813
